ID;Ligand;R_NBO_min;R_NBO_max;R_NBO_avg;RBack_NBO_min;RBack_NBO_max;RBack_NBO_avg;P_NMR_min;P_NMR_max;P_NMR_avg;aniso_P_NMR_min;aniso_P_NMR_max;aniso_P_NMR_avg;P_NBO_min;P_NBO_max;P_NBO_avg;Cl_NBO_min;Cl_NBO_max;Cl_NBO_avg;P_Pd_bond_occ_min;P_Pd_bond_occ_max;P_Pd_bond_occ_avg;P_Pd_bond_eng_min;P_Pd_bond_eng_max;P_Pd_bond_eng_avg;P_Pd_antibond_occ_min;P_Pd_antibond_occ_max;P_Pd_antibond_occ_avg;P_Pd_antibond_eng_min;P_Pd_antibond_eng_max;P_Pd_antibond_eng_avg;P_R_bond_occ_min;P_R_bond_occ_max;P_R_bond_occ_avg;P_R_bond_eng_min;P_R_bond_eng_max;P_R_bond_eng_avg;P_R_antibond_occ_min;P_R_antibond_occ_max;P_R_antibond_occ_avg;P_R_antibond_eng_min;P_R_antibond_eng_max;P_R_antibond_eng_avg;P_RBack_bond_occ_min;P_RBack_bond_occ_max;P_RBack_bond_occ_avg;P_RBack_bond_eng_min;P_RBack_bond_eng_max;P_RBack_bond_eng_avg;P_RBack_antibond_occ_min;P_RBack_antibond_occ_max;P_RBack_antibond_occ_avg;P_RBack_antibond_eng_min;P_RBack_antibond_eng_max;P_RBack_antibond_eng_avg;P_R_distance_min;P_R_distance_max;P_R_distance_avg;P1_RBack1/P2_RBack2_distance_min;P1_RBack1/P2_RBack2_distance_max;P1_RBack1/P2_RBack2_distance_avg;Cl-Pd_distance_min;Cl-Pd_distance_max;Cl-Pd_distance_avg;P-Pd_distance_min;P-Pd_distance_max;P-Pd_distance_avg;X_Angle_Sum_min;X_Angle_Sum_max;X_Angle_Sum_avg;angle_Pd_P1_RBack1/Pd_P2_RBack2_min;angle_Pd_P1_RBack1/Pd_P2_RBack2_max;angle_Pd_P1_RBack1/Pd_P2_RBack2_avg;angle_RPPd_min;angle_RPPd_max;angle_RPPd_avg;angle_R1_P1_R2/R3_P2_R4_min;angle_R1_P1_R2/R3_P2_R4_max;angle_R1_P1_R2/R3_P2_R4_avg;angle_RPRBack_min;angle_RPRBack_max;angle_RPRBack_avg;NoPd_R_NBO_min;NoPd_R_NBO_max;NoPd_R_NBO_avg;NoPd_Rback_NBO_min;NoPd_Rback_NBO_max;NoPd_Rback_NBO_avg;NoPd_P_NMR_min;NoPd_P_NMR_max;NoPd_P_NMR_avg;NoPd_aniso_P_NMR_min;NoPd_aniso_P_NMR_max;NoPd_aniso_P_NMR_avg;NoPd_P_NBO_min;NoPd_P_NBO_max;NoPd_P_NBO_avg;NoPd_P_LP_occ_min;NoPd_P_LP_occ_max;NoPd_P_LP_occ_avg;NoPd_P_LP_eng_min;NoPd_P_LP_eng_max;NoPd_P_LP_eng_avg;NoPd_P_R_bond_occ_min;NoPd_P_R_bond_occ_max;NoPd_P_R_bond_occ_avg;NoPd_P_R_bond_eng_min;NoPd_P_R_bond_eng_max;NoPd_P_R_bond_eng_avg;NoPd_P_R_antibond_occ_min;NoPd_P_R_antibond_occ_max;NoPd_P_R_antibond_occ_avg;NoPd_P_R_antibond_eng_min;NoPd_P_R_antibond_eng_max;NoPd_P_R_antibond_eng_avg;NoPd_P_RBack_bond_occ_min;NoPd_P_RBack_bond_occ_max;NoPd_P_RBack_bond_occ_avg;NoPd_P_RBack_bond_eng_min;NoPd_P_RBack_bond_eng_max;NoPd_P_RBack_bond_eng_avg;NoPd_P_RBack_antibond_occ_min;NoPd_P_RBack_antibond_occ_max;NoPd_P_RBack_antibond_occ_avg;NoPd_P_RBack_antibond_eng_min;NoPd_P_RBack_antibond_eng_max;NoPd_P_RBack_antibond_eng_avg;NoPd_LP_P_s_min;NoPd_LP_P_s_max;NoPd_LP_P_s_avg;quadrants_3.0_Ang_min;quadrants_3.0_Ang_max;quadrants_3.0_Ang_avg;quadrants_4.0_Ang_min;quadrants_4.0_Ang_max;quadrants_4.0_Ang_avg;quadrants_5.0_Ang_min;quadrants_5.0_Ang_max;quadrants_5.0_Ang_avg;quadrants_6.0_Ang_min;quadrants_6.0_Ang_max;quadrants_6.0_Ang_avg;quadrants_7.0_Ang_min;quadrants_7.0_Ang_max;quadrants_7.0_Ang_avg;octants_3.0_Ang_min;octants_3.0_Ang_max;octants_3.0_Ang_avg;octants_4.0_Ang_min;octants_4.0_Ang_max;octants_4.0_Ang_avg;octants_5.0_Ang_min;octants_5.0_Ang_max;octants_5.0_Ang_avg;octants_6.0_Ang_min;octants_6.0_Ang_max;octants_6.0_Ang_avg;octants_7.0_Ang_min;octants_7.0_Ang_max;octants_7.0_Ang_avg;Homo;Lumo;dipole;Pd_NBO;Pd_LP_1_occ;Pd_LP_1_eng;Pd_LP_2_occ;Pd_LP_2_eng;Pd_LP_3_occ;Pd_LP_3_eng;Pd_LP_4_occ;Pd_LP_4_eng;bite_angle;NoPd_Homo;NoPd_Lumo;NoPd_dipole;pol;Vbur%_3.0_Ang;Vbur%_4.0_Ang;Vbur%_5.0_Ang;Vbur%_6.0_Ang;Vbur%_7.0_Ang
27;R-Binaphane;-0.7424;-0.72467;-0.7335325;-0.34878;-0.34873;-0.348755;177.7364;177.7586;177.7475;180.8388;180.8849;180.86185;1.20249;1.20251;1.2025;-0.45197;-0.45192;-0.451945;1.85657;1.85659;1.85658;-0.43294;-0.43293;-0.432935;0.33783;0.33789;0.33786;0.47996;0.47998;0.47997;1.94536;1.94986;1.9476075;-0.58826;-0.58792;-0.5880875;0.07785;0.07961;0.07873;0.14895;0.1535;0.151225;1.95862;1.95862;1.95862;-0.61467;-0.61463;-0.61465;0.0823;0.08233;0.082315;0.18411;0.18414;0.184125;1.865838634;1.874227945;1.870032853;1.848610509;1.848678988;1.848644749;2.387681846;2.387911896;2.387796871;2.24750274;2.247513752;2.247508246;313.6780786;313.6841481;313.6811134;108.2222279;108.2240088;108.2231184;114.138719;119.8203042;116.9792016;102.1085917;102.1087027;102.1086472;103.8353259;107.7384811;105.7862331;-0.72343;-0.72067;-0.7220475;-0.323;-0.32294;-0.32297;278.4276;278.4852;278.4564;125.6256;125.6581;125.64185;0.81997;0.81998;0.819975;1.90448;1.9045;1.90449;-0.34501;-0.34499;-0.345;1.93632;1.94736;1.94184;-0.52947;-0.52625;-0.52786;0.04314;0.04427;0.043705;0.19284;0.19353;0.193185;1.96034;1.96034;1.96034;-0.55865;-0.55862;-0.558635;0.04454;0.04454;0.04454;0.21547;0.21551;0.21549;47.27;47.27;47.27;44.64019666;45.534118;45.08901967;44.30823661;47.7329154;46.0170846;39.29945445;46.53905585;42.91610167;34.70951064;40.88167264;37.79321058;30.77113564;33.63258057;32.20071956;8.261323004;8.849821216;8.559296782;8.60592142;16.71839116;12.65517348;6.087792879;21.47677462;13.7783419;5.407047939;21.98648465;13.69132387;5.435976842;20.62528819;13.02707457;-0.22532;-0.07455;11.7278;-0.16476;1.98807;-0.28983;1.97061;-0.29867;1.95397;-0.32184;1.94144;-0.29632;88.26321021;-0.18271;-0.05731;1.6452;720.93;45.08901967;46.0170846;42.91610167;37.79321058;32.20071956
40;J005_1;-0.36462;-0.32926;-0.3485875;-0.51085;-0.38399;-0.44742;230.1036;250.4135;240.25855;132.3368;138.8032;135.57;1.20244;1.23755;1.219995;-0.42403;-0.41907;-0.42155;1.86529;1.8659;1.865595;-0.43637;-0.42832;-0.432345;0.34546;0.35284;0.34915;0.48952;0.49907;0.494295;1.95139;1.95787;1.9539625;-0.60992;-0.60164;-0.6049;0.06469;0.07563;0.070955;0.20858;0.21561;0.2116175;1.94378;1.94936;1.94657;-0.62907;-0.56226;-0.595665;0.07366;0.09753;0.085595;0.16051;0.23314;0.196825;1.834010734;1.840880528;1.836483037;1.809930387;1.898202393;1.85406639;2.385414119;2.388634149;2.387024134;2.270715836;2.292898021;2.281806929;312.883259;313.6596077;313.2714334;115.5505815;118.5865076;117.0685446;107.5029934;118.2723348;112.6484058;105.8143492;107.8080776;106.8112134;102.596114;104.4554716;103.23011;-0.32973;-0.31003;-0.3187775;-0.48179;-0.34411;-0.41295;322.7964;327.2033;324.99985;31.6555;70.1197;50.8876;0.81474;0.86464;0.83969;1.88142;1.90071;1.891065;-0.32731;-0.32128;-0.324295;1.95018;1.95865;1.95377;-0.55692;-0.55219;-0.554225;0.03483;0.05025;0.0424375;0.24138;0.24829;0.2452575;1.94471;1.94905;1.94688;-0.58223;-0.50516;-0.543695;0.04078;0.05292;0.04685;0.19769;0.25545;0.22657;42.43;44.87;43.65;59.32285459;64.44800358;61.79231228;58.43523059;64.50561728;61.75477934;54.40225789;61.75774968;58.57096118;47.07288312;57.77540932;53.61626378;36.08557294;49.16032403;43.95767748;21.12634088;32.82181168;27.18079559;18.64254236;30.87952331;25.895351;15.95030116;27.13569424;21.31555296;11.2948433;26.12000544;18.79813143;7.481939851;22.58870679;15.29306115;-0.23095;-0.06514;10.6605;-0.2129;1.98714;-0.28676;1.97171;-0.29545;1.96351;-0.29768;1.95345;-0.30986;95.47894227;-0.18572;-0.02783;1.6261;555.58;61.79231228;61.75477934;58.57096118;53.61626378;43.95767748
43;J006_1;-0.56171;-0.34281;-0.4456325;-0.53595;-0.39738;-0.466665;193.9324;251.5673;222.74985;88.3212;144.8131;116.56715;1.22421;1.24814;1.236175;-0.42272;-0.42258;-0.42265;1.85639;1.86287;1.85963;-0.45535;-0.4201;-0.437725;0.3366;0.36302;0.34981;0.43824;0.48969;0.463965;1.95078;1.95769;1.95529;-0.64082;-0.59512;-0.6152;0.06353;0.07881;0.0704925;0.16227;0.18084;0.173145;1.94265;1.95365;1.94815;-0.65102;-0.5849;-0.61796;0.08509;0.08594;0.085515;0.1461;0.20223;0.174165;1.833028999;1.867869255;1.851319406;1.817129289;1.89383577;1.855482529;2.375457661;2.401640584;2.388549123;2.272251849;2.30511283;2.288682339;313.5672595;322.8044213;318.1858404;109.7843332;116.9897407;113.387037;109.3005426;115.5734189;112.2052831;105.269755;107.1445131;106.2071341;102.1685755;109.3237312;105.9893531;-0.50801;-0.31655;-0.414595;-0.51161;-0.35719;-0.4344;291.375;312.2997;301.83735;27.8872;65.7736;46.8304;0.81869;0.90625;0.86247;1.85502;1.91357;1.884295;-0.35348;-0.32632;-0.3399;1.95234;1.96107;1.956415;-0.59287;-0.53314;-0.5631725;0.03794;0.04647;0.0404125;0.20538;0.21002;0.2071;1.94334;1.9509;1.94712;-0.60585;-0.52405;-0.56495;0.04151;0.04879;0.04515;0.18763;0.21752;0.202575;43.07;43.46;43.265;53.03933254;58.30974374;56.59173868;55.2557259;59.18161505;57.70009621;56.35583867;57.60777017;56.92799817;51.57240691;56.86289628;54.12308948;41.16632415;53.28896808;47.28692155;14.81674613;26.93682956;22.21953218;17.2056359;28.95537211;23.82223326;18.89407461;27.24921951;22.70229573;14.57208944;25.61658125;21.93047304;10.4045815;23.51661989;19.55206845;-0.24888;-0.0875;12.8452;-0.17885;1.98728;-0.30307;1.97212;-0.30976;1.95791;-0.32212;1.95533;-0.31819;97.45696996;-0.19755;-0.07344;5.3618;564.66;56.59173868;57.70009621;56.92799817;54.12308948;47.28692155
45;W003;-0.54788;-0.35095;-0.44912;-0.51719;-0.33259;-0.42489;196.4521;235.2627;215.8574;130.4598;156.8362;143.648;1.18123;1.21466;1.197945;-0.46228;-0.42606;-0.44417;1.85957;1.85997;1.85977;-0.42344;-0.40434;-0.41389;0.3413;0.34878;0.34504;0.44479;0.4678;0.456295;1.95187;1.95864;1.9552975;-0.60615;-0.57384;-0.5899625;0.0682;0.07903;0.07132;0.17771;0.2106;0.1935925;1.94092;1.94903;1.944975;-0.59986;-0.55383;-0.576845;0.07446;0.08818;0.08132;0.16293;0.20266;0.182795;1.837386821;1.883456611;1.861103431;1.858056017;1.901302857;1.879679437;2.39884686;2.412734;2.40579043;2.295090884;2.318722095;2.306906489;310.0012074;321.9768845;315.989046;109.0164525;117.0100406;113.0132465;109.2244719;116.3734934;113.4283647;104.3298587;107.2290206;105.7794396;100.4939188;108.6591231;105.1048032;-0.51437;-0.319;-0.41818;-0.4975;-0.29028;-0.39389;278.7791;295.404;287.09155;40.2657;74.8235;57.5446;0.8096;0.86772;0.83866;1.86254;1.91733;1.889935;-0.3385;-0.31331;-0.325905;1.95034;1.96203;1.95628;-0.5585;-0.51281;-0.5366325;0.03693;0.04132;0.03827;0.21657;0.23884;0.2271725;1.94243;1.94831;1.94537;-0.55153;-0.50003;-0.52578;0.0424;0.0424;0.0424;0.20152;0.22434;0.21293;44.34;45.14;44.74;49.23271752;67.85235399;60.48495232;50.38638198;70.60083173;62.59775929;50.20103434;68.07890007;61.0667434;46.40936097;62.45317248;55.63200145;37.90069622;51.02981277;45.75529565;11.59862932;42.48361144;28.62224374;9.931102973;43.08546955;30.20063931;9.603922929;38.66166315;27.48139447;8.620799129;35.08004898;22.85092294;6.791982375;28.57061533;17.48134212;-0.22486;-0.0776;9.7842;-0.12491;1.98845;-0.27888;1.97142;-0.28886;1.96352;-0.28871;1.95393;-0.30327;102.7319117;-0.18308;-0.03188;0.6328;575.98;60.48495232;62.59775929;61.0667434;55.63200145;45.75529565
46;W006_1;-0.36391;-0.32649;-0.34308;-0.5083;-0.3155;-0.4119;204.7108;231.6186;218.1647;153.9944;191.1148;172.5546;1.1875;1.20693;1.197215;-0.43343;-0.43339;-0.43341;1.86306;1.86598;1.86452;-0.4299;-0.42371;-0.426805;0.34173;0.34436;0.343045;0.48701;0.48785;0.48743;1.94903;1.95384;1.9508975;-0.60402;-0.59704;-0.5994925;0.0698;0.07679;0.0735575;0.2017;0.21156;0.207435;1.9377;1.9492;1.94345;-0.59936;-0.55822;-0.57879;0.07825;0.08031;0.07928;0.16443;0.20697;0.1857;1.840643125;1.852024432;1.845766267;1.854638132;1.892825179;1.873731656;2.395088427;2.397753509;2.396420968;2.295193635;2.302125039;2.298659337;310.33519;314.2813006;312.3082453;109.6203607;116.571435;113.0958979;113.2097539;116.1629588;115.1251002;96.91534207;104.9788498;100.947096;99.23195239;109.1106849;105.6805747;-0.33293;-0.28329;-0.30571;-0.49308;-0.27434;-0.38371;297.7437;308.4024;303.07305;52.0806;84.2319;68.15625;0.82035;0.83819;0.82927;1.88955;1.90662;1.898085;-0.33209;-0.32812;-0.330105;1.94737;1.95185;1.949495;-0.55645;-0.54288;-0.548045;0.03725;0.04578;0.0410125;0.23658;0.24521;0.240065;1.94063;1.95068;1.945655;-0.55156;-0.50612;-0.52884;0.04291;0.04532;0.044115;0.19956;0.23269;0.216125;44.45;45.34;44.895;59.48301549;65.08492253;61.67684744;58.48643784;69.21202905;63.03961579;53.44438838;67.07372836;59.86093154;49.20313846;61.72887659;54.60440383;40.76641068;50.58264973;45.65567308;20.50059595;34.8852801;28.12872467;18.95909627;40.4195891;29.9414996;13.25407587;35.63905269;26.06508782;9.877091932;31.89532405;21.76153114;6.530686599;28.93381076;16.92601743;-0.22259;-0.07663;10.2457;-0.16019;1.98795;-0.28389;1.97179;-0.29423;1.96259;-0.28826;1.95533;-0.3108;97.28592083;-0.18957;-0.03416;1.0518;619.21;61.67684744;63.03961579;59.86093154;54.60440383;45.65567308
48;R-Furl-MeOBIPHEP;-0.08327;-0.0586;-0.06918;-0.30705;-0.30175;-0.3044;281.173;282.0207;281.59685;105.1325;113.2905;109.2115;1.15082;1.16275;1.156785;-0.40661;-0.40621;-0.40641;1.78428;1.79331;1.788795;-0.44532;-0.43645;-0.440885;0.17215;0.17282;0.172485;0.59756;0.61938;0.60847;1.96106;1.96257;1.961675;-0.64458;-0.63877;-0.641225;0.06256;0.07464;0.068585;0.20428;0.21411;0.2089225;1.96106;1.96133;1.961195;-0.64458;-0.63877;-0.641675;0.06256;0.07055;0.066555;0.20621;0.21411;0.21016;1.798795031;1.809792469;1.805757933;1.843143376;1.846076616;1.844609996;2.369368617;2.375657129;2.372512873;2.285624143;2.288258904;2.286941523;310.8611293;314.4543451;312.6577372;110.0202656;113.6925265;111.8563961;112.0017717;118.725895;115.5682042;100.6157119;102.810351;101.7130315;104.5831349;107.0608591;105.4723529;-0.05836;-0.04629;-0.0530125;-0.2733;-0.27322;-0.27326;338.9446;341.0117;339.97815;86.5242;93.7136;90.1189;0.84471;0.8475;0.846105;1.84697;1.85384;1.850405;-0.34478;-0.33222;-0.3385;1.95907;1.96093;1.9596225;-0.60041;-0.59021;-0.59359;0.03057;0.04848;0.03949;0.23454;0.24284;0.238805;1.94764;1.95074;1.94919;-0.55654;-0.5561;-0.55632;0.05507;0.05794;0.056505;0.22572;0.22843;0.227075;43.06;45.28;44.17;48.09296782;53.40062574;49.65081198;47.51412079;53.51778288;50.61953013;45.70732553;50.59679606;48.81921888;43.2704431;44.54351671;44.01900313;35.83537797;36.80797891;36.24653456;7.955899881;15.30840286;12.30817938;6.023834647;17.92564087;12.84215753;5.450789947;18.05367223;12.058907;4.597033879;17.38128713;11.01410495;3.247695872;14.84774825;9.074477835;-0.22371;-0.07849;14.2425;-0.14728;1.98651;-0.28147;1.96632;-0.29525;1.95779;-0.28865;1.94844;-0.30892;94.34362402;-0.19484;-0.0227;3.881;452.11;49.65081198;50.61953013;48.81921888;44.01900313;36.24653456
50;M001-1;-0.3577;-0.34226;-0.3510625;-0.36776;-0.36423;-0.365995;225.4193;234.982;230.20065;108.7645;153.9936;131.37905;1.19785;1.21971;1.20878;-0.40432;-0.38978;-0.39705;1.87092;1.88033;1.875625;-0.43227;-0.42301;-0.42764;0.34799;0.36353;0.35576;0.43483;0.48322;0.459025;1.95202;1.95501;1.953615;-0.6089;-0.59842;-0.604485;0.06482;0.07096;0.0679825;0.20086;0.20953;0.205065;1.94528;1.94954;1.94741;-0.62439;-0.61605;-0.62022;0.07786;0.08454;0.0812;0.21366;0.21911;0.216385;1.836910624;1.849651387;1.843063675;1.823834477;1.839855053;1.831844765;2.368842879;2.389511406;2.379177143;2.315044221;2.325975228;2.320509725;310.9702467;316.4434569;313.7068518;114.1086164;123.1972216;118.652919;107.4680742;118.3351098;111.7097008;104.6106398;105.936662;105.2736509;99.49452329;110.5481937;104.2166004;-0.333;-0.31961;-0.3277275;-0.32871;-0.31901;-0.32386;305.7943;312.9808;309.38755;33.9622;53.8004;43.8813;0.85873;0.87714;0.867935;1.86081;1.88839;1.8746;-0.34164;-0.322;-0.33182;1.95197;1.95503;1.9532725;-0.56708;-0.55218;-0.5595925;0.03634;0.0461;0.040835;0.22714;0.24033;0.23238;1.9458;1.94637;1.946085;-0.57681;-0.57042;-0.573615;0.04186;0.04219;0.042025;0.22823;0.2396;0.233915;41.76;44.2;42.98;49.91433254;64.8875149;57.56946514;50.99155856;63.07026255;57.70281174;49.80684936;59.73479234;55.10745483;47.38536895;58.53734863;51.68261599;40.21336309;55.15988;45.83791123;11.33790226;33.04529201;21.93273242;13.38216126;31.06883496;21.84997828;13.47797294;26.95909937;19.06357415;11.12794231;24.47730056;16.66946347;9.119165675;20.36285387;13.62594855;-0.22858;-0.07557;9.9133;-0.19324;1.9874;-0.28242;1.97113;-0.29533;1.9676;-0.29183;1.95666;-0.31227;102.2810986;-0.19373;-0.03726;1.7886;687.89;57.56946514;57.70281174;55.10745483;51.68261599;45.83791123
51;T002-2;-0.53051;-0.48531;-0.5126225;-0.3796;-0.32704;-0.35332;225.7299;239.808;232.76895;59.4732;133.6348;96.554;1.09785;1.22533;1.16159;-0.45548;-0.41146;-0.43347;1.85466;1.88132;1.86799;-0.42319;-0.40266;-0.412925;0.3354;0.37138;0.35339;0.37088;0.40986;0.39037;1.9447;1.95612;1.9514475;-0.57212;-0.55125;-0.5616675;0.06482;0.07033;0.06753;0.16606;0.17799;0.1735725;1.95327;1.95413;1.9537;-0.62074;-0.58117;-0.600955;0.07665;0.08456;0.080605;0.18156;0.23319;0.207375;1.884703549;1.897024428;1.891166693;1.823761753;1.885186775;1.854474264;2.408912312;2.422264684;2.415588498;2.327332204;2.384500814;2.355916509;304.9917757;321.0850501;313.0384129;116.0598208;131.587423;123.8236219;105.9031973;111.5463374;109.1385993;105.2203908;109.5943876;107.4073892;97.84717583;106.6694234;102.8155119;-0.49655;-0.47926;-0.48734;-0.31843;-0.29875;-0.30859;293.1055;305.3614;299.23345;58.9556;66.2702;62.6129;0.78341;0.84306;0.813235;1.8829;1.93311;1.908005;-0.35188;-0.31227;-0.332075;1.94572;1.95973;1.954885;-0.51999;-0.50791;-0.511915;0.03648;0.04216;0.0397725;0.20166;0.21331;0.2074925;1.95593;1.9584;1.957165;-0.5722;-0.52442;-0.54831;0.03742;0.03837;0.037895;0.21601;0.24642;0.231215;42.19;49.11;45.65;64.4182062;72.67207986;68.2369264;66.01545528;73.62050773;69.34159891;64.53281196;69.60281921;66.79306865;58.43621026;63.90267132;60.5398204;39.81288034;57.10849752;49.83939418;33.4624553;48.84535161;40.00856675;34.91713736;50.57414189;40.8959717;32.58017723;43.50225474;36.39312857;29.19316069;31.1560615;30.05850605;18.61689713;25.25688392;22.91262246;-0.2282;-0.0761;10.5428;-0.17972;1.98803;-0.2795;1.97628;-0.28796;1.97202;-0.28501;1.95911;-0.30896;107.4450782;-0.18283;-0.01933;0.7975;598.16;68.2369264;69.34159891;66.79306865;60.5398204;49.83939418
54;R_BINAP_Xyl;-0.36201;-0.33212;-0.3470675;-0.32892;-0.32891;-0.328915;236.5498;236.5562;236.553;127.1826;127.193;127.1878;1.21259;1.2126;1.212595;-0.42003;-0.42003;-0.42003;1.85914;1.85914;1.85914;-0.41708;-0.41708;-0.41708;0.34568;0.34569;0.345685;0.51041;0.51044;0.510425;1.95455;1.95628;1.955415;-0.61096;-0.60177;-0.6063625;0.0662;0.06934;0.06777;0.21761;0.22145;0.21953;1.94719;1.94719;1.94719;-0.59172;-0.59172;-0.59172;0.08295;0.08296;0.082955;0.20236;0.20237;0.202365;1.824612745;1.835938986;1.83027517;1.856246447;1.856249;1.856247724;2.38144634;2.381482951;2.381464645;2.2904395;2.290445806;2.290442653;317.6575965;317.6595852;317.6585908;110.2025309;110.2123085;110.2074197;111.1109783;116.9005752;114.0062162;107.8792303;107.8829234;107.8810769;103.2677038;106.5098441;104.888757;-0.32609;-0.30986;-0.317975;-0.29021;-0.29021;-0.29021;292.4048;292.4064;292.4056;60.3398;60.3596;60.3497;0.8534;0.85341;0.853405;1.85356;1.85357;1.853565;-0.31687;-0.31686;-0.316865;1.95235;1.95497;1.95366;-0.56229;-0.55472;-0.5585025;0.03434;0.04507;0.039705;0.24654;0.25046;0.2485025;1.94754;1.94754;1.94754;-0.54417;-0.54417;-0.54417;0.04986;0.04986;0.04986;0.22901;0.22901;0.22901;41.99;41.99;41.99;55.35607867;61.88915375;58.62168504;53.16553907;62.0166346;57.5918627;50.32007821;60.50897165;55.41610167;47.74275477;56.51458116;52.12810105;42.96095364;48.25717425;45.60885047;13.4386174;34.8852801;24.16194875;9.57730743;34.90472348;22.24567066;6.660149475;33.83683895;20.25046514;5.726336795;34.61472176;20.17166311;4.209765289;31.48244081;17.84539146;-0.22038;-0.08545;11.7684;-0.21667;1.98698;-0.28241;1.96943;-0.29372;1.9604;-0.28645;1.95583;-0.30641;94.43216951;-0.18556;-0.04809;0.6576;687.88;58.62168504;57.5918627;55.41610167;52.12810105;45.60885047
57;M004-1;-0.35762;-0.34315;-0.351215;-0.36187;-0.36067;-0.36127;227.3486;236.2228;231.7857;107.996;151.0089;129.50245;1.20539;1.22759;1.21649;-0.41866;-0.40015;-0.409405;1.86867;1.87796;1.873315;-0.42418;-0.41203;-0.418105;0.34885;0.36417;0.35651;0.44017;0.48682;0.463495;1.95147;1.95432;1.9529175;-0.60182;-0.59256;-0.5980675;0.06479;0.07158;0.0681275;0.21149;0.22108;0.2158575;1.94499;1.94871;1.94685;-0.61672;-0.60961;-0.613165;0.07867;0.08374;0.081205;0.21973;0.22429;0.22201;1.831236676;1.845638511;1.838171126;1.827077006;1.841066284;1.834071645;2.374222425;2.395951886;2.385087156;2.313634322;2.327183491;2.320408906;310.9914711;315.9775349;313.484503;113.7908342;123.401633;118.5962336;108.5599196;117.9363205;111.8290453;104.7091159;105.7982239;105.2536699;100.0673393;109.9805347;104.1154165;-0.3331;-0.31816;-0.3259325;-0.32343;-0.31603;-0.31973;310.4398;316.071;313.2554;34.9706;45.9703;40.47045;0.86603;0.8801;0.873065;1.86332;1.88628;1.8748;-0.33371;-0.31547;-0.32459;1.9511;1.95454;1.952605;-0.56067;-0.54717;-0.5537725;0.03652;0.04557;0.040975;0.23758;0.25061;0.24271;1.94332;1.94577;1.944545;-0.56914;-0.56424;-0.56669;0.04303;0.04326;0.043145;0.23446;0.24416;0.23931;41.7;43.94;42.82;50.22720501;64.39213349;57.29570173;51.15914593;63.14629756;57.55811247;49.92589322;61.32178109;56.26379647;47.84389315;61.52569278;54.33715815;46.46083694;60.55800026;51.17455013;11.00268176;32.78456496;21.60123659;13.27664329;30.38607163;21.74989138;13.46378228;29.37624168;20.80981363;12.90670779;29.07796272;20.29706563;13.31185281;28.36852382;19.7917319;-0.22142;-0.06968;8.6473;-0.17948;1.98769;-0.27659;1.97121;-0.28904;1.96776;-0.28529;1.95611;-0.30618;101.6368882;-0.18506;-0.02712;2.4409;867.93;57.29570173;57.55811247;56.26379647;54.33715815;51.17455013
58;W008_R;-0.51468;-0.33811;-0.43303;-0.51778;-0.33711;-0.427445;222.9542;230.9639;226.95905;76.2577;153.5324;114.89505;1.16729;1.19363;1.18046;-0.41574;-0.41204;-0.41389;1.8672;1.86726;1.86723;-0.46377;-0.42505;-0.44441;0.35025;0.36777;0.35901;0.39789;0.43931;0.4186;1.94764;1.95435;1.95224;-0.63963;-0.5764;-0.606915;0.05644;0.07289;0.0673025;0.16417;0.18147;0.17163;1.93317;1.95622;1.944695;-0.61081;-0.58715;-0.59898;0.07631;0.09038;0.083345;0.14033;0.18311;0.16172;1.836710433;1.881395159;1.858717381;1.859988965;1.886020735;1.87300485;2.378146447;2.400859169;2.389502808;2.28565486;2.34157142;2.31361314;309.8680343;312.1691641;311.0185992;116.3062485;127.0345667;121.6704076;102.674451;114.8475543;111.1300063;103.8532855;103.8687689;103.8610272;101.2054935;106.4669235;103.578786;-0.49594;-0.32548;-0.40777;-0.49185;-0.29822;-0.395035;283.9684;301.7096;292.839;22.0929;55.9972;39.04505;0.809;0.87894;0.84397;1.86927;1.91264;1.890955;-0.36771;-0.34767;-0.35769;1.94432;1.95944;1.952675;-0.59313;-0.52286;-0.5575625;0.03077;0.04534;0.03861;0.20194;0.20746;0.2034025;1.92939;1.95834;1.943865;-0.55278;-0.53701;-0.544895;0.03625;0.04695;0.0416;0.16914;0.22042;0.19478;46.22;46.62;46.42;54.59252086;66.92491061;60.33317193;56.37607846;68.76978462;63.10595245;56.47488253;69.95127874;62.51951216;53.8740986;66.9608599;58.49335571;44.83101165;59.30787929;50.28114913;17.87097735;38.22258641;27.91083135;19.42461672;39.88579232;30.36667494;18.57241967;41.58336224;28.57722872;18.96684657;42.47448864;26.7077872;16.30736125;39.36913294;23.00214046;-0.23989;-0.09537;11.0467;-0.14611;1.98879;-0.29932;1.97374;-0.30716;1.96408;-0.31362;1.94876;-0.32319;101.1294193;-0.20598;-0.07146;4.1448;629.72;60.33317193;63.10595245;62.51951216;58.49335571;50.28114913
